Date,ERBS Name,Total LTE Traffic Volume (GB),4G UL PDCP Total Traffic Volume (GB),4G DL PDCP Total Traffic Volume (GB)
11/13/2025,gjl_gurthyesi,288.31,31,257
11/14/2025,gjl_gurthyesi,288.55,32,257
11/15/2025,gjl_gurthyesi,286.66,30,256
11/16/2025,gjl_gurthyesi,204.7,22,183
11/17/2025,gjl_gurthyesi,270.65,31,240
11/18/2025,gjl_gurthyesi,435.29,45,391
11/19/2025,gjl_gurthyesi,333.02,35,298
11/20/2025,gjl_gurthyesi,352.26,39,314
11/21/2025,gjl_gurthyesi,304.04,32,272
11/22/2025,gjl_gurthyesi,297.79,30,268
11/23/2025,gjl_gurthyesi,222.39,25,198
11/24/2025,gjl_gurthyesi,311.47,31,281
11/25/2025,gjl_gurthyesi,289.52,31,259
11/26/2025,gjl_gurthyesi,294.36,31,263
11/27/2025,gjl_gurthyesi,301.77,34,267
11/28/2025,gjl_gurthyesi,278.86,30,249
11/29/2025,gjl_gurthyesi,302.63,34,268
11/30/2025,gjl_gurthyesi,251.96,27,225
12/01/2025,gjl_gurthyesi,254.58,27,227
12/02/2025,gjl_gurthyesi,254.93,30,225
12/03/2025,gjl_gurthyesi,302.12,32,270
12/04/2025,gjl_gurthyesi,294.58,31,264
12/05/2025,gjl_gurthyesi,541.97,56,486
12/06/2025,gjl_gurthyesi,272.86,33,239
12/07/2025,gjl_gurthyesi,236.44,27,209
11/03/2025,gjl_kristali,536.14,69,467
11/04/2025,gjl_kristali,518.52,68,450
11/05/2025,gjl_kristali,487.43,60,428
11/06/2025,gjl_kristali,569.68,81,489
11/07/2025,gjl_kristali,521.53,64,458
11/08/2025,gjl_kristali,498.8,71,428
11/09/2025,gjl_kristali,482.41,70,412
11/10/2025,gjl_kristali,543.68,72,471
11/11/2025,gjl_kristali,526.96,67,460
11/12/2025,gjl_kristali,504.95,66,439
11/13/2025,gjl_kristali,484.26,61,423
11/14/2025,gjl_kristali,556.14,72,484
11/15/2025,gjl_kristali,496.14,64,432
11/16/2025,gjl_kristali,314.9,37,278
11/17/2025,gjl_kristali,506.65,63,444
11/18/2025,gjl_kristali,560.66,72,489
11/19/2025,gjl_kristali,533.26,65,468
11/20/2025,gjl_kristali,567.43,77,491
11/21/2025,gjl_kristali,537.21,68,469
11/22/2025,gjl_kristali,465.71,64,401
11/23/2025,gjl_kristali,362.67,42,320
11/24/2025,gjl_kristali,474.54,60,415
11/25/2025,gjl_kristali,525,69,456
11/26/2025,gjl_kristali,501.46,63,439
11/27/2025,gjl_kristali,574.16,79,496
11/28/2025,gjl_kristali,541.22,82,459
11/29/2025,gjl_kristali,466.59,69,398
11/30/2025,gjl_kristali,330.31,41,290
12/01/2025,gjl_kristali,494.77,68,427
12/02/2025,gjl_kristali,481.71,65,417
12/03/2025,gjl_kristali,482.47,65,418
12/04/2025,gjl_kristali,501.15,61,440
12/05/2025,gjl_kristali,692.84,103,590
12/06/2025,gjl_kristali,489.71,59,431
12/07/2025,gjl_kristali,333.31,37,296
11/03/2025,gjl_malisheva,184.64,21,164
11/04/2025,gjl_malisheva,136.39,13,123
11/05/2025,gjl_malisheva,228.74,28,201
11/06/2025,gjl_malisheva,209.12,23,186
11/07/2025,gjl_malisheva,212.31,22,191
11/08/2025,gjl_malisheva,226.77,24,203
11/09/2025,gjl_malisheva,259.56,26,233
11/10/2025,gjl_malisheva,199.17,23,176
11/11/2025,gjl_malisheva,210.22,24,186
11/12/2025,gjl_malisheva,211.15,24,187
11/13/2025,gjl_malisheva,215.65,26,190
11/14/2025,gjl_malisheva,217.2,25,192
11/15/2025,gjl_malisheva,184.06,22,162
11/16/2025,gjl_malisheva,175.34,21,154
11/17/2025,gjl_malisheva,215.32,25,191
11/18/2025,gjl_malisheva,405.87,42,364
11/19/2025,gjl_malisheva,247.62,28,220
11/20/2025,gjl_malisheva,349.87,39,311
11/21/2025,gjl_malisheva,228.92,24,205
11/22/2025,gjl_malisheva,205.63,24,181
11/23/2025,gjl_malisheva,194.77,27,168
11/24/2025,gjl_malisheva,201.93,27,175
11/25/2025,gjl_malisheva,394.09,41,353
11/26/2025,gjl_malisheva,225.01,26,199
11/27/2025,gjl_malisheva,173.53,21,153
11/28/2025,gjl_malisheva,209.68,25,185
11/29/2025,gjl_malisheva,193.13,25,168
11/30/2025,gjl_malisheva,239.49,24,216
12/01/2025,gjl_malisheva,184.33,21,164
12/02/2025,gjl_malisheva,181,22,159
12/03/2025,gjl_malisheva,233.71,26,208
12/04/2025,gjl_malisheva,222.82,31,192
12/05/2025,gjl_malisheva,545.77,57,488
12/06/2025,gjl_malisheva,209.1,23,186
12/07/2025,gjl_malisheva,218.85,27,192
11/03/2025,gjl_metroplexi,317.33,38,279
11/04/2025,gjl_metroplexi,359.97,48,312
11/05/2025,gjl_metroplexi,299.04,37,262
11/06/2025,gjl_metroplexi,329.69,43,286
11/07/2025,gjl_metroplexi,307.46,36,272
11/08/2025,gjl_metroplexi,251.58,27,224
11/09/2025,gjl_metroplexi,249.29,29,221
11/10/2025,gjl_metroplexi,324.08,40,284
11/11/2025,gjl_metroplexi,296.87,39,258
11/12/2025,gjl_metroplexi,292.71,37,256
11/13/2025,gjl_metroplexi,313.12,39,274
11/14/2025,gjl_metroplexi,298.48,38,260
11/15/2025,gjl_metroplexi,231.41,28,203
11/16/2025,gjl_metroplexi,134.1,16,118
11/17/2025,gjl_metroplexi,279.64,33,246
11/18/2025,gjl_metroplexi,295.9,38,258
11/19/2025,gjl_metroplexi,268.01,30,238
11/20/2025,gjl_metroplexi,325.17,45,280
11/21/2025,gjl_metroplexi,294.71,37,258
11/22/2025,gjl_metroplexi,230.23,26,204
11/23/2025,gjl_metroplexi,176.58,22,155
11/24/2025,gjl_metroplexi,308.07,40,269
11/25/2025,gjl_metroplexi,321.73,43,278
11/26/2025,gjl_metroplexi,309.31,39,271
11/27/2025,gjl_metroplexi,289.29,37,253
11/28/2025,gjl_metroplexi,213.34,27,187
11/29/2025,gjl_metroplexi,223.83,28,195
11/30/2025,gjl_metroplexi,156.31,17,139
12/01/2025,gjl_metroplexi,291.22,39,252
12/02/2025,gjl_metroplexi,288.88,36,253
12/03/2025,gjl_metroplexi,287,36,251
12/04/2025,gjl_metroplexi,309.18,43,266
12/05/2025,gjl_metroplexi,356.53,47,309
12/06/2025,gjl_metroplexi,239.4,28,212
12/07/2025,gjl_metroplexi,168.67,21,148
11/03/2025,gjl_m_gjelber,91.33,10,81
11/04/2025,gjl_m_gjelber,86.67,9,78
11/05/2025,gjl_m_gjelber,88.55,11,77
11/06/2025,gjl_m_gjelber,91.94,11,81
11/07/2025,gjl_m_gjelber,93.28,8,85
11/08/2025,gjl_m_gjelber,122.92,12,111
11/09/2025,gjl_m_gjelber,119.5,13,106
11/10/2025,gjl_m_gjelber,89.51,9,81
11/11/2025,gjl_m_gjelber,95.36,9,86
11/12/2025,gjl_m_gjelber,81.53,10,72
11/13/2025,gjl_m_gjelber,101.27,13,88
11/14/2025,gjl_m_gjelber,90,11,79
11/15/2025,gjl_m_gjelber,140.58,16,125
11/16/2025,gjl_m_gjelber,126.32,14,112
11/17/2025,gjl_m_gjelber,98.7,10,89
11/18/2025,gjl_m_gjelber,132.71,14,119
11/19/2025,gjl_m_gjelber,78.58,8,70
11/20/2025,gjl_m_gjelber,110.5,11,99
11/21/2025,gjl_m_gjelber,102.43,10,93
11/22/2025,gjl_m_gjelber,123.57,14,110
11/23/2025,gjl_m_gjelber,103.76,11,93
11/24/2025,gjl_m_gjelber,91.73,9,83
11/25/2025,gjl_m_gjelber,99.05,11,89
11/26/2025,gjl_m_gjelber,108.61,11,98
11/27/2025,gjl_m_gjelber,112.32,12,100
11/28/2025,gjl_m_gjelber,120.97,13,108
11/29/2025,gjl_m_gjelber,137.83,14,124
11/30/2025,gjl_m_gjelber,124.68,16,108
12/01/2025,gjl_m_gjelber,88.31,10,79
12/02/2025,gjl_m_gjelber,90.23,10,80
12/03/2025,gjl_m_gjelber,90.1,9,81
12/04/2025,gjl_m_gjelber,89.73,9,81
12/05/2025,gjl_m_gjelber,135.94,15,121
12/06/2025,gjl_m_gjelber,148.53,14,134
12/07/2025,gjl_m_gjelber,96.06,12,84
11/03/2025,gjl_monopoli,586.57,69,518
11/04/2025,gjl_monopoli,613.24,71,543
11/05/2025,gjl_monopoli,594.81,72,523
11/06/2025,gjl_monopoli,670.38,86,585
11/07/2025,gjl_monopoli,604.17,70,534
11/08/2025,gjl_monopoli,528.89,62,467
11/09/2025,gjl_monopoli,525.75,63,463
11/10/2025,gjl_monopoli,628.07,73,555
11/11/2025,gjl_monopoli,599.82,70,529
11/12/2025,gjl_monopoli,608.98,74,535
11/13/2025,gjl_monopoli,591.04,73,518
11/14/2025,gjl_monopoli,575.84,69,507
11/15/2025,gjl_monopoli,487.9,58,430
11/16/2025,gjl_monopoli,366.43,43,323
11/17/2025,gjl_monopoli,605.48,69,536
11/18/2025,gjl_monopoli,641.21,80,561
11/19/2025,gjl_monopoli,582.42,68,514
11/20/2025,gjl_monopoli,623.42,81,543
11/21/2025,gjl_monopoli,586.7,71,516
11/22/2025,gjl_monopoli,512.83,58,455
11/23/2025,gjl_monopoli,468.4,54,414
11/24/2025,gjl_monopoli,590.88,72,518
11/25/2025,gjl_monopoli,572.64,67,506
11/26/2025,gjl_monopoli,603.12,74,529
11/27/2025,gjl_monopoli,601.01,75,526
11/28/2025,gjl_monopoli,466.26,53,413
11/29/2025,gjl_monopoli,494.21,60,434
11/30/2025,gjl_monopoli,442.55,51,391
12/01/2025,gjl_monopoli,628.32,73,555
12/02/2025,gjl_monopoli,604.48,75,529
12/03/2025,gjl_monopoli,604,70,534
12/04/2025,gjl_monopoli,599.83,71,529
12/05/2025,gjl_monopoli,778.72,111,667
12/06/2025,gjl_monopoli,588.04,66,522
12/07/2025,gjl_monopoli,450.82,56,395
11/03/2025,gjl_ptk,795.22,102,693
11/04/2025,gjl_ptk,803.54,99,705
11/05/2025,gjl_ptk,771.88,95,677
11/06/2025,gjl_ptk,801.93,104,698
11/07/2025,gjl_ptk,842.34,101,741
11/08/2025,gjl_ptk,840.13,111,729
11/09/2025,gjl_ptk,693.42,82,612
11/10/2025,gjl_ptk,807.44,97,711
11/11/2025,gjl_ptk,790.13,99,691
11/12/2025,gjl_ptk,806.51,98,708
11/13/2025,gjl_ptk,761.66,94,667
11/14/2025,gjl_ptk,767.99,90,678
11/15/2025,gjl_ptk,779.89,94,686
11/16/2025,gjl_ptk,530.54,57,473
11/17/2025,gjl_ptk,775.86,95,681
11/18/2025,gjl_ptk,876.56,124,753
11/19/2025,gjl_ptk,813.59,100,714
11/20/2025,gjl_ptk,904.86,138,767
11/21/2025,gjl_ptk,776.82,102,674
11/22/2025,gjl_ptk,782.55,99,683
11/23/2025,gjl_ptk,581.91,71,511
11/24/2025,gjl_ptk,835.27,108,728
11/25/2025,gjl_ptk,774.53,98,677
11/26/2025,gjl_ptk,820.54,108,712
11/27/2025,gjl_ptk,783.87,105,679
11/28/2025,gjl_ptk,741.91,101,641
11/29/2025,gjl_ptk,747.07,101,646
11/30/2025,gjl_ptk,516.87,59,458
12/01/2025,gjl_ptk,747.94,91,657
12/02/2025,gjl_ptk,753.29,105,648
12/03/2025,gjl_ptk,763.56,100,664
12/04/2025,gjl_ptk,781.53,106,676
12/05/2025,gjl_ptk,956.45,148,808
12/06/2025,gjl_ptk,841.77,111,730
12/07/2025,gjl_ptk,627.2,77,551
11/03/2025,gjl_shllaku,657.71,77,581
11/04/2025,gjl_shllaku,688.87,76,613
11/05/2025,gjl_shllaku,659.69,73,586
11/06/2025,gjl_shllaku,735.21,85,650
11/07/2025,gjl_shllaku,687.6,74,613
11/08/2025,gjl_shllaku,584.81,69,516
11/09/2025,gjl_shllaku,501.07,56,445
11/10/2025,gjl_shllaku,703.29,80,624
11/11/2025,gjl_shllaku,698.19,80,618
11/12/2025,gjl_shllaku,684.56,81,604
11/13/2025,gjl_shllaku,652.27,74,578
11/14/2025,gjl_shllaku,674.35,77,598
11/15/2025,gjl_shllaku,557.37,67,490
11/16/2025,gjl_shllaku,472.3,57,416
11/17/2025,gjl_shllaku,681,77,604
11/18/2025,gjl_shllaku,760.51,92,668
11/19/2025,gjl_shllaku,710.9,81,630
11/20/2025,gjl_shllaku,744.36,91,654
11/21/2025,gjl_shllaku,695.4,79,616
11/22/2025,gjl_shllaku,568.47,68,501
11/23/2025,gjl_shllaku,537.35,64,474
11/24/2025,gjl_shllaku,717.55,82,636
11/25/2025,gjl_shllaku,708.03,81,627
11/26/2025,gjl_shllaku,769.23,96,673
11/27/2025,gjl_shllaku,762.48,91,672
11/28/2025,gjl_shllaku,842.75,118,725
11/29/2025,gjl_shllaku,636.24,74,562
11/30/2025,gjl_shllaku,575.45,63,513
12/01/2025,gjl_shllaku,682.52,82,601
12/02/2025,gjl_shllaku,697.19,82,615
12/03/2025,gjl_shllaku,685.35,82,604
12/04/2025,gjl_shllaku,717.28,84,633
12/05/2025,gjl_shllaku,867.07,117,750
12/06/2025,gjl_shllaku,680.57,89,592
12/07/2025,gjl_shllaku,608.02,73,535
11/03/2025,gjl_silosi,974.22,130,845
11/04/2025,gjl_silosi,965.3,131,834
11/05/2025,gjl_silosi,926,123,803
11/06/2025,gjl_silosi,594.61,77,517
11/07/2025,gjl_silosi,987.85,127,861
11/08/2025,gjl_silosi,"1,005.72",130,876
11/09/2025,gjl_silosi,980.53,126,854
11/10/2025,gjl_silosi,971.84,129,843
11/11/2025,gjl_silosi,969.03,135,834
11/12/2025,gjl_silosi,973.96,130,844
11/13/2025,gjl_silosi,933.62,125,808
11/14/2025,gjl_silosi,983.72,129,855
11/15/2025,gjl_silosi,965.83,125,841
11/16/2025,gjl_silosi,778.17,97,681
11/17/2025,gjl_silosi,958.4,127,832
11/18/2025,gjl_silosi,859.17,120,739
11/19/2025,gjl_silosi,996.12,128,868
11/20/2025,gjl_silosi,903.7,118,785
11/21/2025,gjl_silosi,969.67,125,845
11/22/2025,gjl_silosi,982.19,129,854
11/23/2025,gjl_silosi,881.9,110,772
11/24/2025,gjl_silosi,974.62,132,842
11/25/2025,gjl_silosi,"1,001.56",144,858
11/26/2025,gjl_silosi,"1,012.54",134,878
11/27/2025,gjl_silosi,973.21,133,840
11/28/2025,gjl_silosi,972,138,834
11/29/2025,gjl_silosi,958.95,127,832
11/30/2025,gjl_silosi,872.5,112,761
12/01/2025,gjl_silosi,947.37,125,823
12/02/2025,gjl_silosi,944.73,126,819
12/03/2025,gjl_silosi,968,121,847
12/04/2025,gjl_silosi,997.35,122,876
12/05/2025,gjl_silosi,249.24,30,220
12/06/2025,gjl_silosi,796.21,110,686
12/07/2025,gjl_silosi,897.29,116,781
11/03/2025,gjl_spitali,466.69,55,412
11/04/2025,gjl_spitali,543.63,62,482
11/05/2025,gjl_spitali,473.02,55,418
11/06/2025,gjl_spitali,524.39,66,458
11/07/2025,gjl_spitali,503.61,58,445
11/08/2025,gjl_spitali,496.42,64,433
11/09/2025,gjl_spitali,446.14,63,383
11/10/2025,gjl_spitali,493.32,58,436
11/11/2025,gjl_spitali,495.71,59,437
11/12/2025,gjl_spitali,500.83,65,436
11/13/2025,gjl_spitali,468.6,61,407
11/14/2025,gjl_spitali,466.92,57,410
11/15/2025,gjl_spitali,412.7,50,363
11/16/2025,gjl_spitali,315.91,34,282
11/17/2025,gjl_spitali,489.14,54,435
11/18/2025,gjl_spitali,537.71,66,472
11/19/2025,gjl_spitali,493.37,64,429
11/20/2025,gjl_spitali,504.85,62,443
11/21/2025,gjl_spitali,479.6,58,422
11/22/2025,gjl_spitali,445.45,53,393
11/23/2025,gjl_spitali,444.84,52,393
11/24/2025,gjl_spitali,543.16,75,468
11/25/2025,gjl_spitali,551.43,70,481
11/26/2025,gjl_spitali,520.53,62,459
11/27/2025,gjl_spitali,490.33,57,433
11/28/2025,gjl_spitali,404.61,48,357
11/29/2025,gjl_spitali,446.4,55,391
11/30/2025,gjl_spitali,369.88,42,328
12/01/2025,gjl_spitali,439.97,53,387
12/02/2025,gjl_spitali,460.44,55,405
12/03/2025,gjl_spitali,434.54,48,386
12/04/2025,gjl_spitali,475.14,53,423
12/05/2025,gjl_spitali,577.91,73,505
12/06/2025,gjl_spitali,453.66,52,401
12/07/2025,gjl_spitali,396.73,48,348
11/03/2025,gjl_tranziti,321.95,40,282
11/04/2025,gjl_tranziti,356.24,39,317
11/05/2025,gjl_tranziti,317.61,33,284
11/06/2025,gjl_tranziti,313.44,38,276
11/07/2025,gjl_tranziti,344.01,37,307
11/08/2025,gjl_tranziti,380.37,45,335
11/09/2025,gjl_tranziti,356.13,40,316
11/10/2025,gjl_tranziti,362.31,42,320
11/11/2025,gjl_tranziti,336.25,39,297
11/12/2025,gjl_tranziti,413.56,56,358
11/13/2025,gjl_tranziti,308.52,40,269
11/14/2025,gjl_tranziti,330.6,44,286
11/15/2025,gjl_tranziti,330.83,42,289
11/16/2025,gjl_tranziti,249.9,31,219
11/17/2025,gjl_tranziti,399.61,50,349
11/18/2025,gjl_tranziti,344.95,40,305
11/19/2025,gjl_tranziti,348.23,43,305
11/20/2025,gjl_tranziti,362.5,43,319
11/21/2025,gjl_tranziti,314.66,39,276
11/22/2025,gjl_tranziti,310.87,39,272
11/23/2025,gjl_tranziti,249.37,35,214
11/24/2025,gjl_tranziti,291.22,35,256
11/25/2025,gjl_tranziti,303.1,40,264
11/26/2025,gjl_tranziti,329.95,42,288
11/27/2025,gjl_tranziti,270.76,32,238
11/28/2025,gjl_tranziti,290.17,36,254
11/29/2025,gjl_tranziti,323.57,36,287
11/30/2025,gjl_tranziti,252.4,28,224
12/01/2025,gjl_tranziti,293.81,38,256
12/02/2025,gjl_tranziti,292.61,33,260
12/03/2025,gjl_tranziti,292.59,36,257
12/04/2025,gjl_tranziti,306.02,40,266
12/05/2025,gjl_tranziti,300.31,37,264
12/06/2025,gjl_tranziti,316.69,39,277
12/07/2025,gjl_tranziti,278.82,29,250
11/03/2025,gjl_universiteti,358.74,43,316
11/04/2025,gjl_universiteti,155.59,17,139
11/05/2025,gjl_universiteti,277.01,32,245
11/06/2025,gjl_universiteti,420.29,49,371
11/07/2025,gjl_universiteti,421.66,52,370
11/08/2025,gjl_universiteti,351.52,39,312
11/09/2025,gjl_universiteti,273,32,241
11/10/2025,gjl_universiteti,381.74,46,336
11/11/2025,gjl_universiteti,387.47,46,341
11/12/2025,gjl_universiteti,536.13,65,471
11/13/2025,gjl_universiteti,470.51,55,416
11/14/2025,gjl_universiteti,380.81,46,335
11/15/2025,gjl_universiteti,345.89,43,303
11/16/2025,gjl_universiteti,239.06,26,213
11/17/2025,gjl_universiteti,389.91,47,342
11/18/2025,gjl_universiteti,570.64,69,502
11/19/2025,gjl_universiteti,401.14,49,352
11/20/2025,gjl_universiteti,540.64,69,472
11/21/2025,gjl_universiteti,388.22,47,342
11/22/2025,gjl_universiteti,310.34,37,273
11/23/2025,gjl_universiteti,237.93,29,209
11/24/2025,gjl_universiteti,447.91,51,397
11/25/2025,gjl_universiteti,381.47,47,334
11/26/2025,gjl_universiteti,407.8,50,358
11/27/2025,gjl_universiteti,357.71,46,311
11/28/2025,gjl_universiteti,335.36,44,292
11/29/2025,gjl_universiteti,333.38,36,297
11/30/2025,gjl_universiteti,243.24,27,216
12/01/2025,gjl_universiteti,359.39,46,313
12/02/2025,gjl_universiteti,356.23,49,307
12/03/2025,gjl_universiteti,381.03,48,333
12/04/2025,gjl_universiteti,398.38,50,349
12/05/2025,gjl_universiteti,636.49,78,558
12/06/2025,gjl_universiteti,369.13,39,331
12/07/2025,gjl_universiteti,256.57,31,226
11/03/2025,gjonaj,44.9,5,40
11/04/2025,gjonaj,86.82,12,75
11/05/2025,gjonaj,57.39,7,50
11/06/2025,gjonaj,101.95,11,91
11/07/2025,gjonaj,51.81,6,46
11/08/2025,gjonaj,49.68,6,44
11/09/2025,gjonaj,82.58,7,76
11/10/2025,gjonaj,62.62,7,55
11/11/2025,gjonaj,54.93,7,48
11/12/2025,gjonaj,65.39,8,57
11/13/2025,gjonaj,70.14,13,57
11/14/2025,gjonaj,47.94,6,42
11/15/2025,gjonaj,54.15,6,48
11/16/2025,gjonaj,68.91,7,62
11/17/2025,gjonaj,46.84,6,40
11/18/2025,gjonaj,54.64,7,48
11/19/2025,gjonaj,123.62,9,115
11/20/2025,gjonaj,119.25,12,107
11/21/2025,gjonaj,62.11,8,54
11/22/2025,gjonaj,62.93,8,55
11/23/2025,gjonaj,51.17,6,45
11/24/2025,gjonaj,49.37,8,42
11/25/2025,gjonaj,51.44,6,45
11/26/2025,gjonaj,65.11,9,56
11/27/2025,gjonaj,43.67,6,38
11/28/2025,gjonaj,60.24,8,52
11/29/2025,gjonaj,56.48,6,50
11/30/2025,gjonaj,61.62,8,54
12/01/2025,gjonaj,55.24,9,47
12/02/2025,gjonaj,50.17,6,44
12/03/2025,gjonaj,64.54,9,55
12/04/2025,gjonaj,64.03,7,57
12/05/2025,gjonaj,61.07,6,55
12/06/2025,gjonaj,59.58,5,54
12/07/2025,gjonaj,55.37,7,48
11/03/2025,gllareva1,100.41,12,89
11/04/2025,gllareva1,97.17,11,86
11/05/2025,gllareva1,85.68,10,75
11/06/2025,gllareva1,117.34,12,106
11/07/2025,gllareva1,113.05,12,101
11/08/2025,gllareva1,131.07,14,117
11/09/2025,gllareva1,182.2,19,163
11/10/2025,gllareva1,98.76,11,88
11/11/2025,gllareva1,95.55,11,84
11/12/2025,gllareva1,93.01,11,82
11/13/2025,gllareva1,105.59,14,92
11/14/2025,gllareva1,137.18,16,122
11/15/2025,gllareva1,128.8,13,116
11/16/2025,gllareva1,124.34,13,111
11/17/2025,gllareva1,110.36,11,99
11/18/2025,gllareva1,107.74,11,97
11/19/2025,gllareva1,95.83,12,84
11/20/2025,gllareva1,94.92,13,82
11/21/2025,gllareva1,112.96,13,100
11/22/2025,gllareva1,113.79,11,102
11/23/2025,gllareva1,106.38,11,96
11/24/2025,gllareva1,104.9,13,92
11/25/2025,gllareva1,100.26,13,88
11/26/2025,gllareva1,130.58,13,117
11/27/2025,gllareva1,116.87,12,105
11/28/2025,gllareva1,111.82,12,100
11/29/2025,gllareva1,114.87,10,105
11/30/2025,gllareva1,118.31,12,107
12/01/2025,gllareva1,94.91,11,84
12/02/2025,gllareva1,116.58,15,102
12/03/2025,gllareva1,114.84,14,100
12/04/2025,gllareva1,104.93,13,92
12/05/2025,gllareva1,127.92,13,115
12/06/2025,gllareva1,120.1,12,108
12/07/2025,gllareva1,115.57,11,105
11/03/2025,gllareva2,86.44,10,77
11/04/2025,gllareva2,73.34,8,65
11/05/2025,gllareva2,71.63,8,64
11/06/2025,gllareva2,79.65,8,72
11/07/2025,gllareva2,106.1,10,96
11/08/2025,gllareva2,114.52,11,103
11/09/2025,gllareva2,110.94,12,99
11/10/2025,gllareva2,98.5,11,88
11/11/2025,gllareva2,97.24,11,87
11/12/2025,gllareva2,109.91,15,95
11/13/2025,gllareva2,91.95,12,80
11/14/2025,gllareva2,114.27,12,102
11/15/2025,gllareva2,116.9,11,105
11/16/2025,gllareva2,85.89,9,77
11/17/2025,gllareva2,81.75,9,73
11/18/2025,gllareva2,53.87,6,48
11/19/2025,gllareva2,49.83,6,44
11/20/2025,gllareva2,61.66,7,55
11/21/2025,gllareva2,74.75,7,68
11/22/2025,gllareva2,73.37,6,67
11/23/2025,gllareva2,54.95,5,50
11/24/2025,gllareva2,75.5,8,67
11/25/2025,gllareva2,66.01,7,59
11/26/2025,gllareva2,53.06,5,49
11/27/2025,gllareva2,73.5,7,66
11/28/2025,gllareva2,46.16,4,42
11/29/2025,gllareva2,58.68,6,53
11/30/2025,gllareva2,74.65,6,68
12/01/2025,gllareva2,61.3,7,55
12/02/2025,gllareva2,68.33,7,62
12/03/2025,gllareva2,77.71,9,69
12/04/2025,gllareva2,61.17,6,55
12/05/2025,gllareva2,97.1,8,89
12/06/2025,gllareva2,68.34,8,61
12/07/2025,gllareva2,61.38,5,56
11/03/2025,gllogjani,46.23,5,42
11/04/2025,gllogjani,52.99,7,46
11/05/2025,gllogjani,39.58,6,34
11/06/2025,gllogjani,49.53,5,44
11/07/2025,gllogjani,50.13,5,45
11/08/2025,gllogjani,64.57,7,57
11/09/2025,gllogjani,80.25,7,73
11/10/2025,gllogjani,50.78,9,42
11/11/2025,gllogjani,58.3,8,51
11/12/2025,gllogjani,53.23,7,47
11/13/2025,gllogjani,47.91,5,42
11/14/2025,gllogjani,59.2,6,53
11/15/2025,gllogjani,63.18,6,57
11/16/2025,gllogjani,60.59,7,54
11/17/2025,gllogjani,46.55,6,41
11/18/2025,gllogjani,50.87,5,46
11/19/2025,gllogjani,47.08,5,42
11/20/2025,gllogjani,45.05,5,40
11/21/2025,gllogjani,69.84,7,62
11/22/2025,gllogjani,56.63,6,50
11/23/2025,gllogjani,61.01,7,54
11/24/2025,gllogjani,50.12,7,43
11/25/2025,gllogjani,55.93,7,49
11/26/2025,gllogjani,159.07,14,145
11/27/2025,gllogjani,56.66,7,49
11/28/2025,gllogjani,78.48,10,69
11/29/2025,gllogjani,66.56,7,60
11/30/2025,gllogjani,69.93,8,62
12/01/2025,gllogjani,53.64,6,48
12/02/2025,gllogjani,47.01,6,42
12/03/2025,gllogjani,82.23,8,74
12/04/2025,gllogjani,39.88,5,35
12/05/2025,gllogjani,65.2,6,60
12/06/2025,gllogjani,72.41,7,65
12/07/2025,gllogjani,56.85,6,51
11/03/2025,globoqica,82.26,10,72
11/04/2025,globoqica,116.84,9,108
11/05/2025,globoqica,71.82,8,64
11/06/2025,globoqica,86.87,8,79
11/07/2025,globoqica,54.55,5,50
11/08/2025,globoqica,67.99,8,60
11/09/2025,globoqica,102.78,12,91
11/10/2025,globoqica,74.01,8,66
11/11/2025,globoqica,102.11,9,93
11/12/2025,globoqica,70.28,7,63
11/13/2025,globoqica,82.33,9,74
11/14/2025,globoqica,69.76,8,62
11/15/2025,globoqica,106,9,97
11/16/2025,globoqica,96.06,11,85
11/17/2025,globoqica,59.82,7,53
11/18/2025,globoqica,76.94,7,70
11/19/2025,globoqica,61.19,7,54
11/20/2025,globoqica,70.15,9,61
11/21/2025,globoqica,70.23,7,63
11/22/2025,globoqica,70.6,7,64
11/23/2025,globoqica,69.24,8,61
11/24/2025,globoqica,72.37,7,65
11/25/2025,globoqica,63.93,8,56
11/26/2025,globoqica,76.46,7,69
11/27/2025,globoqica,72.44,8,65
11/28/2025,globoqica,58.64,6,53
11/29/2025,globoqica,69.82,7,63
11/30/2025,globoqica,90.97,11,80
12/01/2025,globoqica,62.16,7,55
12/02/2025,globoqica,61.39,6,55
12/03/2025,globoqica,58.92,6,53
12/04/2025,globoqica,102.63,10,93
12/05/2025,globoqica,67.34,7,60
12/06/2025,globoqica,64.91,7,58
12/07/2025,globoqica,72.96,8,65
11/03/2025,godanci,117.45,13,104
11/04/2025,godanci,83.32,11,72
11/05/2025,godanci,79.09,8,71
11/06/2025,godanci,87.15,10,78
11/07/2025,godanci,102.16,13,89
11/08/2025,godanci,96.32,11,85
11/09/2025,godanci,98.29,12,86
11/10/2025,godanci,93.67,12,82
11/11/2025,godanci,84.84,10,75
11/12/2025,godanci,85.15,10,76
11/13/2025,godanci,84.57,10,75
11/14/2025,godanci,91.38,10,81
11/15/2025,godanci,73.98,8,66
11/16/2025,godanci,70.82,9,62
11/17/2025,godanci,88.19,12,76
11/18/2025,godanci,75.73,8,67
11/19/2025,godanci,74.97,9,66
11/20/2025,godanci,75.42,8,67
11/21/2025,godanci,69.8,9,61
11/22/2025,godanci,91.98,10,82
11/23/2025,godanci,83.2,11,73
11/24/2025,godanci,83.58,9,74
11/25/2025,godanci,71.26,7,65
